temperature,blood_pressure,blood_oxygen,disease
38.02678135688272,83.36474033954687,92.84052678380067,Milk Fever
36.65070979245778,87.64424823634627,94.43034982161635,Milk Fever
38.94483380916092,115.64770968116547,97.71512291978831,Healthy
38.134961870180284,87.88456085480493,93.01519010554244,Milk Fever
36.98620705328423,75.8217144305606,85.54303152092766,Circulatory Shock
41.71796109424444,91.83615815326652,91.28242012789147,Heat Stress
36.45630677720251,74.05398065634463,90.24515722402373,Circulatory Shock
37.665077886791515,116.19032149449757,97.08880489637549,Healthy
36.92207666041723,84.03724853648431,91.28855639977483,Milk Fever
38.34806898486051,73.35785383610026,93.0008884989864,Milk Fever
39.997211637870365,92.36620764173463,92.96214139679519,Respiratory Disease
36.17886736697889,61.11094466975292,81.34536378005835,Circulatory Shock
37.25535516797498,72.67705801767084,83.96344414990533,Circulatory Shock
39.84036219567458,94.41010157984654,92.72520449643187,Respiratory Disease
36.71115128443893,84.87730561776343,95.7694738262335,Milk Fever
40.40845683398512,96.78610534619135,96.18299752574211,Mastitis
36.71385120489449,83.93078044775785,90.41160590937088,Milk Fever
36.92838353435208,74.36720437828762,86.17335713762371,Circulatory Shock
38.78319087601651,103.9908490185829,97.2811825447777,Healthy
40.00285668615835,84.94412147477753,95.74701182669102,Heat Stress
40.76699886363534,108.2165252937263,95.19833174056826,Mastitis
40.0073126226893,89.8090881703957,93.4715120915577,Heat Stress
41.06472046972263,86.32750814775366,90.07653887824458,Heat Stress
37.978970456385625,104.11682420073537,98.44137117890118,Healthy
39.554998328939966,104.65889843240443,87.70204400387247,Respiratory Disease
37.92937489886991,89.39851147131887,94.03805460577831,Milk Fever
38.4771305825278,115.69793954222935,96.48279956102965,Healthy
38.30901336287348,102.59029842565609,99.4120818420367,Healthy
37.75847980680244,101.58838737977973,97.48347711408974,Healthy
37.29928337289837,75.5707074200681,80.92173233167905,Circulatory Shock
40.69502209578706,106.10864658599972,94.84061395625012,Mastitis
37.708240758974114,113.84872302648739,99.11267397192098,Healthy
36.6678050836564,80.62289265129328,93.5631261882348,Milk Fever
36.51357264901378,68.82735120639579,89.69855396619803,Circulatory Shock
38.752953743383856,116.35934048238124,99.89552469007577,Healthy
37.19194018654017,60.963015783464016,80.80589338859386,Circulatory Shock
39.744329219234885,101.62833243860622,89.16244846611194,Respiratory Disease
39.69057926351256,99.00612707767614,86.99434087395503,Respiratory Disease
38.122815005401314,70.59561574641842,95.64846708851101,Milk Fever
40.158815901874576,91.72064314065886,97.21720203088988,Mastitis
40.23483953886975,102.27246001839907,91.20857155092368,Respiratory Disease
36.62227195471473,67.81124204854063,87.05322155127308,Circulatory Shock
40.74854530949149,109.54567646353858,95.87090049980542,Mastitis
39.60573791846472,107.4723705747443,94.6749532989621,Mastitis
36.86468978468885,78.1253479457966,90.32953867832204,Circulatory Shock
40.78047709916799,88.46716054701572,93.15084511061778,Heat Stress
41.7288059743888,92.29806029133871,91.05716643698548,Heat Stress
41.290475289106666,87.92554524983402,93.32693468592703,Heat Stress
37.38876472460213,89.95392437322427,93.42810939424167,Milk Fever
39.55951064981784,96.77518927130019,93.77385280088119,Respiratory Disease
37.44723468820837,70.96663997059592,80.21991402254238,Circulatory Shock
38.0883660676496,113.35099798582941,96.16192161528024,Healthy
37.15670414762144,77.2075624311314,92.93111012358496,Milk Fever
36.34715494569514,60.81546548682743,87.46979982834844,Circulatory Shock
40.12979855907682,94.0898727282337,94.8761582602547,Heat Stress
39.80042302680144,101.86922765409447,97.7821111321223,Mastitis
37.569675619079995,116.57830948301356,98.27087300737037,Healthy
36.36557569825129,61.092430729780766,85.92920498910128,Circulatory Shock
37.25726388102861,70.04588817387567,88.70372690648841,Circulatory Shock
40.042978424436576,88.56796503857161,91.6987334560363,Respiratory Disease
39.89824461114361,109.65479081820772,93.75349374043633,Mastitis
41.25700780016714,86.50836561365216,92.94908535499096,Heat Stress
39.86328032544919,99.19790866762906,89.58320725452587,Respiratory Disease
40.308306793498346,95.50404400461593,89.37009582055086,Respiratory Disease
37.744401640622144,114.50515320830273,99.36849296733172,Healthy
39.01216229532932,99.91006170705545,87.28495609864962,Respiratory Disease
40.376999705591125,83.83746368809003,93.51511273459901,Heat Stress
39.293355970652286,95.77638734499338,93.98875030952185,Respiratory Disease
37.224585996632975,83.85616787698201,92.11477670639545,Milk Fever
36.432687525627195,69.86587161125385,81.25764787447507,Circulatory Shock
39.29907122851594,104.6832991896643,88.2498967656382,Respiratory Disease
37.06600086891425,69.0371733026848,88.39794429298905,Circulatory Shock
40.15670407225623,102.03673617637867,86.48266934526944,Respiratory Disease
38.423775147078324,108.50986668896151,98.34286323361457,Healthy
39.58002199548335,104.6174069155232,92.75386095447388,Mastitis
39.56458130660171,89.28916458648322,87.42605523927213,Respiratory Disease
38.493783426530975,112.3172637636461,98.61407151604242,Healthy
40.899607981408856,80.47768382638286,93.62555709592155,Heat Stress
41.82268363243282,88.84787481496387,92.71121426791366,Heat Stress
39.57465215038588,100.97374741860725,87.9596075938809,Respiratory Disease
38.28853527345403,112.06975333192909,97.72248479551932,Healthy
41.27840365877992,88.91459641805739,94.76630535055713,Heat Stress
39.863324261746655,95.49868168486935,93.89383143454276,Respiratory Disease
36.81975257084682,66.56715570266039,90.67387988479436,Circulatory Shock
38.9793161167194,117.26667299143651,97.03792104286909,Healthy
41.747356069121494,88.97265183235469,95.13065653198464,Heat Stress
36.80030728836775,77.13112447376713,92.74575979553664,Milk Fever
39.02242495665636,104.32818592246858,85.9005820440988,Respiratory Disease
40.53294744396182,108.81007905758806,93.82941874631038,Mastitis
39.150795538037755,91.65345973060647,92.88583026002486,Respiratory Disease
40.0137174536141,103.84687015342715,93.938537106385,Respiratory Disease
40.11270971286926,93.07140784899202,91.10617194169444,Respiratory Disease
40.941380220393235,98.36779066756667,93.97627561581245,Mastitis
39.59584129434935,89.64267825600312,85.36250346461848,Respiratory Disease
40.72333216639009,82.65148154968965,94.22117004108918,Heat Stress
39.13218985425084,101.57859782386024,85.07412617432765,Respiratory Disease
40.48856811519835,104.70050372379647,94.84660948488305,Mastitis
39.93719137024069,105.03650291913362,92.10498928392433,Mastitis
40.370367017104044,92.47281636933397,89.7972750533943,Respiratory Disease
37.430360306118445,68.48753534027756,88.28472006312421,Circulatory Shock
37.92856812942279,119.54348368442635,96.9756887163216,Healthy
38.08014825392655,71.0115113215802,95.32159437790304,Milk Fever
40.435399597714465,91.38964776273184,95.6314694375162,Heat Stress
38.1341698938393,85.96365979149687,90.42706079318206,Milk Fever
40.597229539554675,99.38081495036307,95.76081578038907,Mastitis
37.357465322672525,62.73510047226775,89.85847833110782,Circulatory Shock
41.352186068329154,91.2138896275136,92.34872562476683,Heat Stress
38.835395675836374,108.97387245245062,96.876649539598,Healthy
39.59384726332918,91.7557647411632,94.80356597604502,Mastitis
39.087445805793536,103.10156255588961,88.26815839440673,Respiratory Disease
40.85653966249079,104.37436226524405,97.34584330814423,Mastitis
37.330712998041214,67.22445470468573,86.785665578603,Circulatory Shock
37.155094541876984,72.098783606559,94.04250387755314,Milk Fever
39.848758988311744,101.10267573506377,92.98012669845895,Mastitis
37.82241056788614,110.36157532477631,98.67221966037796,Healthy
39.05068372642237,96.25308239342618,90.34694174447883,Respiratory Disease
37.53890553303511,70.71979657737336,92.74751500319772,Milk Fever
40.28887296831016,96.59287610705857,92.32872874061098,Heat Stress
37.52733273847733,103.6195390541898,99.22802181494953,Healthy
40.234332102440256,88.05500863335233,86.73521712399813,Respiratory Disease
39.02346494296115,91.02451496124559,86.38111148897346,Respiratory Disease
38.542044706281644,103.17816335338708,99.00001740881841,Healthy
38.7217027238834,107.18466738799532,97.23209758200791,Healthy
40.84874405210727,91.98555035647183,91.389497947734,Heat Stress
40.47403235938699,92.79098328963045,85.22503701565533,Respiratory Disease
41.57607029915005,91.85136365529654,91.4459775479755,Heat Stress
39.30092455668698,98.58786976224852,92.33312801472306,Respiratory Disease
36.93185120187791,78.54830240375419,92.64686159621446,Milk Fever
38.018500924985794,102.08219298768333,97.60084946155375,Healthy
36.791154127393845,62.16962515132831,90.60702075721134,Circulatory Shock
38.01402373549472,78.41075380137752,95.3290674622703,Milk Fever
36.93824525567506,70.05298669244564,87.2187448258628,Circulatory Shock
37.54317401447001,108.2205693961341,96.49782838976937,Healthy
41.811823342469296,92.26803693044343,90.28449381684051,Heat Stress
40.26341907041271,90.35259656795935,90.3604390101299,Heat Stress
36.562914390492054,78.21799809983614,95.01017976760109,Milk Fever
39.74098077021524,98.94922534453454,92.36123163441998,Respiratory Disease
41.72368764658966,86.02462589587816,90.32359549704523,Heat Stress
39.897273668313005,98.95594066125048,93.32989893276002,Respiratory Disease
40.37142556983227,103.55091610367552,95.64394650075839,Mastitis
39.816847747209394,102.20215844072469,94.00265958241879,Mastitis
37.53807953349052,114.65603089532502,98.90182751503441,Healthy
39.575859655736345,90.01886830535263,95.22548682830909,Mastitis
36.56148834691928,78.49201980843425,86.49323499744982,Circulatory Shock
40.480303192044026,94.71041411587163,91.02318233636265,Heat Stress
40.12579012784686,108.19096946024277,96.10835098328603,Mastitis
36.03351740064944,69.82089643544755,90.2838056685365,Circulatory Shock
40.423596299763005,90.11618445184659,92.54633410843506,Heat Stress
36.60332435165798,75.73094797107635,94.75039735799791,Milk Fever
40.311757942557115,85.51614336382463,85.8408868015825,Respiratory Disease
41.320939442728864,88.40670778390998,93.42803717071847,Heat Stress
38.32412890575278,76.52370122555818,91.7811122056799,Milk Fever
38.858072964628896,111.70708728793504,99.94017983077796,Healthy
37.9880995472389,101.64762091231685,99.14697332429424,Healthy
37.482281938269324,76.26950579868203,90.48265920125601,Milk Fever
37.88685424056741,119.5122040171983,99.17740112871097,Healthy
37.06003156269082,75.8403841588027,81.11905843742446,Circulatory Shock
36.760906974354725,81.11037333405191,94.60018694300089,Milk Fever
41.04064725238277,87.62293764069472,95.95682386911609,Heat Stress
37.1195449694481,79.0786592348598,92.78622192109225,Milk Fever
40.908602719175434,94.53545250639291,95.09100217031953,Mastitis
38.06337442895992,111.19297366973828,97.36246677503257,Healthy
37.28687097887372,80.62397588483023,90.23959313559365,Milk Fever
40.70037304866392,83.17040468054819,93.70616751713155,Heat Stress
40.71003053227249,89.11003390438441,90.85848837250388,Heat Stress
40.39536603581998,107.46086294030407,95.75389947764872,Mastitis
37.18021787300574,85.97498297904002,94.0547457817679,Milk Fever
36.960843943628674,70.14504856030288,90.31231439020384,Milk Fever
37.05395919601003,66.47871132156068,86.7667053539512,Circulatory Shock
39.67806364326367,99.8591394331172,97.9961018028332,Mastitis
38.931076540888085,114.18092523444865,98.29270257835027,Healthy
38.02588133820989,116.45228637027357,97.01436641316319,Healthy
37.77510676478015,118.50496634831332,97.05547801300354,Healthy
38.061406193634184,113.45204236450252,98.80950906302435,Healthy
41.4047974421612,98.16167374119709,91.68277934522791,Heat Stress
39.37778004351856,87.35957998874052,86.74535038252613,Respiratory Disease
37.54254161378374,85.7887679763091,94.73627780077155,Milk Fever
40.25327425103675,85.23342733275013,94.80702901977195,Heat Stress
41.315899822409186,96.35808353664879,91.32077546518516,Heat Stress
40.17007179088778,104.48058377545843,95.93492460396436,Mastitis
41.85238597282925,84.49164765307802,93.3422855171534,Heat Stress
39.98174322895393,101.73247836567326,97.35982696272873,Mastitis
38.54092266670065,100.7685269792465,95.24989514329839,Healthy
37.29490785133405,86.87336750838881,94.30028165761156,Milk Fever
40.4270749557679,86.71892306757867,91.9740343779734,Heat Stress
41.90100712317827,88.41793057518453,90.54889774757788,Heat Stress
36.855829282424956,63.655478053269924,91.87921941755599,Circulatory Shock
39.77516329460515,104.68731352984437,94.91138273459214,Mastitis
38.4343357137285,112.72860499087274,95.54012877065345,Healthy
41.07137794091206,98.59740964587758,95.7615981509524,Heat Stress
41.346016332577356,98.02518415593127,95.18146201883488,Heat Stress
37.823835460315856,83.5881711519026,95.67047518684699,Milk Fever
37.98480439803113,101.522617189806,99.45129026508901,Healthy
39.79786604532195,100.00300562597036,87.6642209636855,Respiratory Disease
38.025710955792746,88.75633930465123,91.89168307862353,Milk Fever
40.272508489564586,92.66419848273257,96.50853990518782,Mastitis
39.93563007655385,101.9750540113047,88.6245913288027,Respiratory Disease
40.83628330247472,104.60443435514499,92.34435106212965,Mastitis
39.83911860651585,106.78199397599224,92.26752855640487,Mastitis
40.353368434644345,104.56538971997976,85.10079374730134,Respiratory Disease
38.84518261485902,114.48677634257483,95.71437980669705,Healthy
36.81946435706895,63.638828034968675,85.07887329788224,Circulatory Shock
37.67901076835085,74.26895762652084,93.89874436507574,Milk Fever
38.25369599650291,89.70019495658893,94.49565202094463,Milk Fever
37.41273190344709,77.46318574765652,84.20242310375562,Circulatory Shock
37.34973585413602,89.8113042551347,94.4418287445359,Milk Fever
39.9066443806461,102.06300240245893,92.51241818097633,Mastitis
38.606845375043655,106.73791583542214,99.77530255742495,Healthy
39.68063064037553,98.63052059773301,87.45773305289187,Respiratory Disease
36.97148937846044,67.68857466134766,88.60793344449044,Circulatory Shock
40.26631437866435,101.77314308984914,91.06340482948764,Respiratory Disease
37.98161872946549,80.79013147968591,91.12234101615829,Milk Fever
41.96284284984405,83.82979229816239,93.94271303436764,Heat Stress
40.07325893193169,87.99017279041392,92.8998250797346,Respiratory Disease
40.91168121880051,90.51379289738816,96.43127632038178,Mastitis
40.25053916932334,103.8410110607949,94.20007327821789,Mastitis
40.12366265528498,103.51325804414147,97.87419104475,Mastitis
39.58546809049605,107.59504804588687,93.58130887698067,Mastitis
37.2332743587251,79.15312948777395,83.23112379765173,Circulatory Shock
37.04506233808041,73.64952662198459,92.48898403133373,Milk Fever
37.59856295914253,114.56981354323227,95.87610886052914,Healthy
39.90620949205546,95.8670684288202,93.90823767016713,Mastitis
39.81745384785479,94.49314795283533,92.80266886996381,Mastitis
39.53363883374308,103.40868667593836,96.41883904771444,Mastitis
38.58857926258254,115.29766523084257,99.46545102597707,Healthy
39.83016698885713,106.56877341877981,94.59703952634304,Mastitis
37.253639212295944,80.75296927975359,90.64341481061714,Milk Fever
37.4460702501674,76.61817166156052,92.10916824958129,Milk Fever
40.67563976372616,94.5998750792648,97.14760948398397,Mastitis
40.90747359297698,91.41071275185914,92.60092998504061,Mastitis
38.08598730278502,75.76435165911734,95.79570123067543,Milk Fever
41.58568009054706,93.18846493699833,90.98635610597049,Heat Stress
37.86598446506863,112.77051895328171,97.34383982732253,Healthy
39.77499638976581,85.74507761228392,87.77519563569079,Respiratory Disease
36.743492016052635,75.28865724740385,81.64475235169016,Circulatory Shock
37.39051816938762,71.67059097731827,82.73372348811358,Circulatory Shock
37.0547516266666,73.73397969754346,90.935557513043,Milk Fever
36.18335128928179,78.04308377305823,89.2688926654789,Circulatory Shock
37.37898502513973,80.9787735703735,93.51308425488648,Milk Fever
39.7325023695065,95.0527960995107,87.90533047942459,Respiratory Disease
38.99531137776892,103.94940979719874,96.2550069163115,Healthy
40.65417334112307,91.07269583041662,96.45010477395094,Mastitis
40.60687609003104,96.47060824970983,92.47829043912371,Mastitis
37.648867514592716,88.4369099909557,92.71520186417581,Milk Fever
41.903404812781076,82.1226003861804,90.42549714863142,Heat Stress
39.30248281690034,101.42221055483031,90.37866093876004,Respiratory Disease
41.86346284950765,96.45295854387778,94.13820920917121,Heat Stress
40.70446195014149,88.9337744348933,95.8838893173843,Heat Stress
38.154961919514015,71.09906907737253,93.02444968104054,Milk Fever
37.868023664521985,116.79604571271234,96.67805227134922,Healthy
40.21088183017415,101.76000926859257,97.76447781662813,Mastitis
37.941698639312875,117.72391560930149,98.70948163479358,Healthy
39.54866516907078,95.96132402340008,95.0172531203935,Mastitis
36.32899227604638,64.44130349082783,90.3892894682729,Circulatory Shock
40.57107908506719,91.38788171808366,95.60475289603771,Mastitis
39.10630755098231,101.51342891958956,87.74843333771618,Respiratory Disease
36.51114523402333,78.75584573573563,81.28782392568819,Circulatory Shock
37.9432592720094,79.9880912276049,93.44199958529406,Milk Fever
36.81183701932565,80.79896454442769,90.9020752483906,Milk Fever
40.224559546338334,103.7817530749646,96.83104638416226,Mastitis
37.139567490508455,77.69987226790052,81.42683621213592,Circulatory Shock
40.932749189009094,98.91552994492694,90.72162577877164,Heat Stress
39.080847435590684,98.23350121435061,86.16043574877835,Respiratory Disease
38.46643197330749,88.53001238088443,95.24021663789651,Milk Fever
36.908146116803614,82.85607017565752,93.68946051481164,Milk Fever
37.72562533665529,118.54069089592613,98.61353478849114,Healthy
38.278257085689106,119.3572006969006,98.85813455489304,Healthy
36.01421269689254,72.52602189547731,89.27988263244892,Circulatory Shock
37.120355483033286,72.82733638450604,90.06078906184031,Circulatory Shock
38.64540869123964,107.83051396355658,97.11314598506804,Healthy
38.50755102660879,105.13125567402727,98.06802057118729,Healthy
37.55391341069512,110.35423286769424,96.38407153895653,Healthy
41.787946114925006,88.6809773695636,90.9159489872447,Heat Stress
40.157019736907216,82.96201597254255,91.72120124989677,Heat Stress
39.62765522917968,100.42754042947482,96.84774396865411,Mastitis
39.602688079000366,101.13156857004307,97.59540025223576,Mastitis
40.00160176848312,92.38762022676394,95.0193224891518,Mastitis
39.52703390198239,91.18963158389734,85.61133583800543,Respiratory Disease
37.35558738056071,69.82827509245763,89.28803975491712,Circulatory Shock
37.59533752542904,117.58236615124329,99.5461010293078,Healthy
39.65283965130941,91.63197440009677,93.57445025893581,Mastitis
40.04795338414793,94.51053043252386,86.53909768976405,Respiratory Disease
36.568059536348066,70.74712809545774,84.85996446652337,Circulatory Shock
40.487509579247515,100.01047961393498,92.55209442795548,Respiratory Disease
39.44388952347043,86.59787375582722,88.58161549566192,Respiratory Disease
40.48119910554181,94.32665555261654,92.03710293584538,Mastitis
40.081339828578145,94.89588709883746,93.91172610326504,Respiratory Disease
37.539550461745876,100.15125749956285,99.63191303365043,Healthy
40.86376289608038,98.88366813756733,96.79133502878359,Mastitis
36.59652170271755,73.23658579356207,88.15650355134915,Circulatory Shock
39.24284341507854,101.53898050168222,90.22376349202132,Respiratory Disease
41.16317767569951,85.62147770890226,93.93229919678072,Heat Stress
40.555045609804786,81.32810706920995,92.37446897908413,Heat Stress
38.28010203176672,100.48801563113076,98.53917548614885,Healthy
40.41501112561923,103.52967499041209,96.44398148639975,Mastitis
40.17628448678158,92.9972784340515,93.63609001487666,Heat Stress
37.35501152056019,66.75802851550127,85.1235967302921,Circulatory Shock
40.335028351723146,96.49906986459283,90.29820076902415,Respiratory Disease
40.03494653568954,90.49144631102043,87.51498180012305,Respiratory Disease
41.75186604437241,85.29632643556637,92.24363228162265,Heat Stress
38.00185678703345,81.34329092591742,94.95023346374018,Milk Fever
39.27098235313676,86.50044177785837,88.7278049887418,Respiratory Disease
37.43715960875028,72.24402733531285,90.68593868471476,Milk Fever
41.48176641344397,93.56245003073293,93.63455693615383,Heat Stress
38.458901526225645,74.01741471383315,91.74246553285347,Milk Fever
40.0865493036911,90.41868235653466,95.02782372786461,Mastitis
41.932042918260414,97.22227040122851,91.11499233339205,Heat Stress
40.175381369214335,104.68302518083293,92.2187663049537,Mastitis
38.262649778929905,71.81797802949096,93.95694102652591,Milk Fever
40.893709280023195,94.81341029514306,97.06287718194983,Mastitis
41.43436289409352,97.23249900167957,93.71667044290892,Heat Stress
37.325666187312876,71.33312155204125,87.60905669136942,Circulatory Shock
41.663883083376106,98.21648440660792,93.310972401205,Heat Stress
37.470991782331744,74.6815240796823,93.23660613292762,Milk Fever
36.08012500790176,73.73433319209697,81.94974984052284,Circulatory Shock
37.4756269636152,85.43099870575634,95.35923953130505,Milk Fever
38.68375685791101,115.64056175340772,97.16364568009853,Healthy
39.99234965851751,109.31277950533601,92.33060921095299,Mastitis
41.56136414937573,98.94855996119585,93.53598986968638,Heat Stress
39.641735184957376,85.77369916514382,85.731511943568,Respiratory Disease
36.755893511586365,71.69012071966628,89.43733787833308,Circulatory Shock
38.171118550235185,104.69284163710907,98.33192706789103,Healthy
40.44263968492188,106.27446687444456,97.14714670110493,Mastitis
36.785569700279126,88.34606290928102,93.67831215521687,Milk Fever
39.8440331336861,103.69116145086564,90.47818775094521,Respiratory Disease
37.20023735499719,60.40498759580184,89.71857902846853,Circulatory Shock
40.21684583760204,95.23804242539248,89.79097542328392,Respiratory Disease
39.44100508289243,90.57427430282299,89.07308053092024,Respiratory Disease
37.45178502165898,73.96801458491433,91.52129865559145,Milk Fever
37.6869940218049,105.30092856650008,98.3330023952331,Healthy
40.859662515026,86.68430674520229,95.68639682403783,Heat Stress
38.705221395577276,106.5038012844939,97.91099373297057,Healthy
37.19798987060382,83.09662716788007,93.97498123910567,Milk Fever
37.322081561149226,82.25709547926728,92.00558024867526,Milk Fever
37.01951380123596,60.24375102023485,81.47705424083925,Circulatory Shock
39.74205103758258,101.94624756661423,92.89628981735859,Mastitis
40.05324649297247,101.94024070778167,87.99078919665963,Respiratory Disease
37.22901922308266,74.97678376923702,81.38563730213465,Circulatory Shock
38.58893351830536,119.46977938354794,97.30179135600963,Healthy
39.083603289752105,97.51716794140235,92.9267371936677,Respiratory Disease
40.869356296632944,90.87191149822584,90.67502479942856,Heat Stress
40.23443669307537,98.54933056333378,94.16035941158435,Mastitis
39.91677916413457,93.12403015861199,92.99753198209821,Mastitis
40.4508198102124,99.5082424638594,87.51634933470909,Respiratory Disease
40.40078819367861,85.37141437530198,86.86071981166215,Respiratory Disease
39.56695253346193,100.92600371935328,89.89180940536711,Respiratory Disease
40.0649415433835,96.45520486064663,91.08750153330931,Heat Stress
36.57250979088305,84.18247681630459,94.43892980619358,Milk Fever
40.62676570543106,96.9766381491726,93.59660821122385,Mastitis
40.44246073847295,103.49245635685057,86.94569716483429,Respiratory Disease
36.96679090345681,77.2765008159544,90.36687708628612,Milk Fever
40.11071963387682,87.67069024867953,91.51597801302769,Heat Stress
39.15655718712424,91.96549230726383,93.72838706716936,Respiratory Disease
40.50164088740473,93.17473526748618,97.14993763327315,Mastitis
40.9416328387318,97.90200058132488,90.40050152910455,Heat Stress
40.03015169339575,97.67558079086501,90.30801640700271,Respiratory Disease
39.88806746323316,95.91864058873232,93.89319908397881,Mastitis
40.389680983310726,88.07293388986956,94.32351851622383,Heat Stress
41.60365179975103,82.52566945169139,91.72727702000907,Heat Stress
39.860942276252445,100.87182394404647,91.81891854942675,Respiratory Disease
40.50721872300081,104.75901894795184,96.3565091089031,Mastitis
